CMM,Status,Section Number,Content
2016-02_active,active,1,"The E-HSP is the area of high seas bounded by the Exclusive Economic Zones of the Cook Islands to the west, French Polynesia to the east and Kiribati to the north. For the purposes of this WCPFC13 Summary Report Attachment K 2  measure, the precise co-ordinates (geodetic information) shall be that used by the WCPFC vessel monitoring system (VMS) the co-ordinates is attached (Attachment A). A map showing the E-HSP is attached (Attachment B).    REPORTING   Vessel sightings"
2016-02_active,active,2,"CCMs shall encourage their flagged vessels operating in the E-HSP to report sightings of any fishing vessel to the Commission Secretariat. Such information should include: date and time (UTC), position (true degrees), bearing, markings, speed (knots), and vessel type. Vessels should ensure this information is transmitted to the Secretariat within 6 hours of a sighting event taking place.   VMS"
2016-02_active,active,3,"Adjacent coastal States/Territories shall receive continuous near real-time VMS data pursuant to paragraph 22 of the Commission’s Rules and Procedures for the Protection, Access to, and Dissemination of High Seas Non-Public Domain Data and Information Compiled by the Commission for the Purpose of Monitoring, Control or Surveillance (MCS) Activities and the Access to and Dissemination of High Seas VMS Data for Scientific Purposes; and through a standing request under paragraph 5 of these Rules and Procedures."
2016-02_active,active,4,"Flag States shall monitor their vessels operating in the E-HSP, using at minimum the WCPFC VMS, to ensure compliance with this measure.   VESSEL LIST"
2016-02_active,active,5,"The Commission Secretariat shall maintain a ‘live list’ of all fishing vessels present in the E-HSP, based on near-real time VMS information. This list will be made available to Commission Members through the WCPFC website.   TRANSHIPMENT"
2016-02_active,active,6,All transhipment activities are prohibited in the E-HSP from 1st January 2019.   COMPLIANCE
2016-02_active,active,7,"Vessels found to be non-compliant with this measure shall be dealt with in accordance with CMM 2010-06, and any other applicable measures adopted by the Commission  IMPLEMENTATION AND REVIEW OF MEASURE"
2016-02_active,active,8,The Secretariat shall prepare a report on the implementation and compliance of this measure to TCC each year.
2016-02_active,active,9,"The measures described above shall be reviewed every two years, in conjunction with the relevant advice from the Technical and Compliance Committee (TCC). This review shall consider, inter alia, whether the measure is having the intended effect and the extent to which all CCMs and fishing sectors are contributing to achieving the Commission’s conservation objectives."
2016-02_active,active,10,This measure shall not constitute a precedent and is restricted to the E-HSP.
2016-02_active,active,11,"This measure shall replace CMM2010-02, and shall remain in force until such time as the Commission adopts an alternative measure for the E-HSP.  "
