CMM,Status,Section Number,Content
2017-01_historical,historical,1,"Pending the establishment of harvest strategies, and any implementing CMM, the purpose of this measure is to provide for a robust transitional management regime that ensures the sustainability of bigeye, skipjack, and yellowfin tuna stocks.   PRINCIPLES FOR APPLICATION OF THE MEASURE  Compatibility"
2017-01_historical,historical,2,"Conservation and management measures established for the high seas and those adopted for areas under national jurisdiction shall be compatible in order to ensure conservation and management of bigeye, skipjack, and yellowfin tuna stocks in their entirety. Measures shall ensure, at a minimum, that stocks are maintained at levels capable of producing maximum sustainable yield, pending agreement on target reference points as part of the harvest strategy approach, as qualified by relevant environmental and economic factors including the special requirements of developing States in the Convention Area as expressed by Article 5 of the Convention.  Area of Application"
2017-01_historical,historical,3,This Measure applies to all areas of high seas and all EEZs in the Convention Area except where otherwise stated in the Measure.
2017-01_historical,historical,4,Coastal states are encouraged to take measures in archipelagic waters and territorial seas which are consistent with the objectives of this Measure and to inform the Commission Secretariat of the relevant measures that they will apply in these waters.  Small Island Developing States
2017-01_historical,historical,5,"With the exception of paragraphs 16-25, 31, 33-38, and 50-54, nothing in this Measure shall prejudice the rights and obligations of those small island developing State Members and Participating Territories in the Convention Area seeking to develop their domestic fisheries.    4"
2017-01_historical,historical,6,"For the avoidance of doubt, where the term “SIDS” is used throughout this measure, the term includes Participating Territories. The term “CCM” means Members, Cooperating Non-Members and Participating Territories."
2017-01_historical,historical,7,"In giving effect to this CMM, the Commission shall pay attention to: (a) the geographical situation of a small island developing State which is made up of non-contiguous groups of islands having a distinct economic and cultural identity of their own but which are separated by areas of high seas; (b) the special circumstances of a State which is surrounded by the exclusive economic zones of other States and has a limited exclusive economic zone of its own; and (c) the need to avoid adverse impacts on subsistence, small-scale and artisanal fishers.   GENERAL PROVISIONS  Charter Arrangements"
2017-01_historical,historical,8,"For the purposes of paragraphs 39-41 and 45-49, attribution of catch and effort shall be to the flag State, except that catches and effort of vessels notified as chartered under CMM 2016-05 or its replacement shall be attributed to the chartering Member, or Participating Territory.1  Attribution for the purpose of this Measure is without prejudice to attribution for the purposes of establishing rights and allocation."
2017-01_historical,historical,9,"For purposes of paragraphs 39-41 and 45-49, catches and effort of United States flagged vessels operating under agreements with its Participating Territories shall be attributed to the Participating Territories.  Such agreements shall be notified to the Commission in the form of notification under CMM 2016-05 or its replacement.  Attribution for the purpose of this Measure is without prejudice to attribution for the purposes of establishing rights and allocation.    Overlap Area"
2017-01_historical,historical,10,"Where flag CCMs choose to implement IATTC measures in the overlap area, any calculation of limits for the Convention Area (excluding the overlap area) that are done on the basis of historical catch or effort levels, shall exclude historical catch or effort within the overlap area. Notwithstanding decisions on application of catch and/or effort limits, all other provisions of this measure apply to all vessels fishing in the overlap area.    HARVEST STRATEGIES AND INTERIM OBJECTIVES FOR BIGEYE, SKIPJACK, AND YELLOWFIN TUNA"
2017-01_historical,historical,11,"This measure is to create a bridge to the adoption of a harvest strategy for bigeye, skipjack, and yellowfin tuna stocks and/or fisheries in accordance with the work plan and                                                       1 In 2018, the Cook Islands may charter purse seine vessels to fish on the high seas adjacent to the Cook Islands EEZ and the effort of those vessels shall be limited to 100 vessel days and attributed to the Cook Islands.  WCPFC15 shall consider whether this special arrangement will be continued.  5 indicative timeframes set out in the Agreed Work Plan for the Adoption of Harvest Strategies under CMM 2014-06, which includes the development of management objectives and target reference points.  Taking into account the bridging role of this measure and the uncertainty framework for evaluating the impact of management measures on the bigeye stock, the Commission shall work towards achieving and sustaining the aims in paragraphs 12 to 14.  Bigeye"
2017-01_historical,historical,12,Pending agreement on a target reference point the spawning biomass depletion ratio (SB/SBF=0) is to be maintained at or above the average SB/SBF=0 for 2012-2015.  Skipjack
2017-01_historical,historical,13," The spawning biomass of skipjack tuna is to be maintained on average at a level consistent with the interim target reference point of 50% of the spawning biomass in the absence of fishing, adopted in accordance with CMM 2015-06.    Yellowfin"
2017-01_historical,historical,14,Pending agreement on a target reference point the spawning biomass depletion ratio (SB/SBF=0) is to be maintained at or above the average SB/SBF=0 for 2012-20
2017-01_historical,historical,15, 15. The Commission at its 2018 annual session shall review and revise the aims set out in paragraphs 12 to 14 in light of advice from the Scientific Committee.  PURSE SEINE FISHERY  FAD Set Management
2017-01_historical,historical,16,"A three (3) months (July, August and September) prohibition of deploying, servicing or setting on FADs shall be in place between 0001 hours UTC on 1 July and 2359 hours UTC on 30 September each year for all purse seine vessels, tender vessels, and any other vessels operating in support of purse seine vessels fishing in exclusive economic zones and the high seas in the area between 20oN and 20oS.2"
2017-01_historical,historical,17,"In addition to the three month FAD closure in paragraph 16, except for those vessels flying the Kiribati flag when fishing in the high seas adjacent to the Kiribati exclusive economic zone,3 and Philippines’ vessels operating in HSP1 in accordance with Attachment 2, it shall be                                                       2 Members of the PNA may implement the FAD set management measures consistent with the Third Arrangement Implementing the Nauru Agreement of May 2008.  Members of the PNA shall provide notification to the Commission of the domestic vessels to which the FAD closure will not apply.  That notification shall be provided within 15 days of the arrangement being approved. 3 Those vessels fishing within a 100 nautical mile buffer zone extending from the high seas adjacent to the Cook Islands shall inform Kiribati and the Cook Islands authorities at least 24 hours prior to 6 prohibited to deploy, service or set on FADs in the high seas for two additional sequential months of the year.  Each CCM shall decide which two sequential months either April – May or November – December) shall be closed to setting on FADs by their fleets in the high seas for 2018, and notify the Secretariat of that decision by March 1, 20"
