CMM,Status,Section Number,Content
2018-07_historical,historical,1,"The purpose of the WCPFC Compliance Monitoring Scheme (CMS) is to ensure that Members, Cooperating Non-Members and Participating Territories (CCMs) implement and comply with obligations arising under the Convention and conservation and management measures (CMMs) adopted by the Commission. The purpose of the CMS is also to assess flag CCM action in relation to alleged violations by its vessels, not to assess compliance by individual vessels."
2018-07_historical,historical,2,"The CMS is designed to:  (i) assess CCMs’ compliance with their WCPFC obligations;  (ii) identify areas in which technical assistance or capacity building may be needed to assist CCMs to attain compliance;  (iii) identify aspects of CMMs which may require refinement or amendment for effective implementation;  (iv) respond to non-compliance by CCMs through remedial and/or preventative options that include a range of possible responses that take account of the reason for and degree, the severity, consequences and frequency of non-compliance, as may be necessary and appropriate to promote compliance with CMMs and other Commission obligations;1 and  (v) monitor and resolve outstanding instances of non-compliance by CCMs with their WCPFC obligations.                                                  1 In accordance with the process for identifying corrective action, as provided for in paragraph 45(vi).   3   Section II – Principles"
2018-07_historical,historical,3,"The implementation of the CMS and its associated processes shall be conducted in accordance with the following principles for the purpose of the application of this measure: (i) Effectiveness: Effectively serve the purpose of this CMM to assess compliance by CCMs and assist the TCC in fulfilling the provisions of Article 14(1)(b) of the Convention; (ii) Efficiency: Avoid unnecessary administrative burden or costs on CCMs, the Commission or the Secretariat and assist TCC in identifying and recommending removal of duplicative reporting obligations; and (iii)Fairness: Promote fairness, including by: ensuring that obligations and performance expectations are clearly specified, that assessments are undertaken consistently and based on a factual assessment of available information and that CCMs are given the opportunity to participate in the process. (iv) Cooperation towards Compliance: Promote a supportive, collaborative, and non-adversarial approach where possible, with the aim of ensuring long-term compliance, including considering capacity assistance needs or other quality improvement and corrective action.   Section III – Scope and application"
2018-07_historical,historical,4,"The Commission, with the assistance of the Technical and Compliance Committee (TCC) shall evaluate CCMs’ compliance with the obligations arising under the Convention and the CMMs adopted by the Commission and identify instances of CCM non-compliance, in accordance with the approach set out in this section."
2018-07_historical,historical,5,"The CMS shall not prejudice the rights, jurisdiction and duties of any CCM to enforce its national laws or to take more stringent measures in accordance with its national laws, consistent with that CCM’s international obligations."
2018-07_historical,historical,6,"Each year, the Commission shall update what obligations shall be assessed in the following year using a risk-based approach, once developed and agreed.  Until this risk-based approach is developed, the Commission shall take into account the following factors in considering the obligations to be assessed in the following year: (i) the needs and priorities of the Commission, including those of its subsidiary bodies;  (ii) evidence of high percentages of non-compliance or persistent non-compliance by CCMs with specific obligations for multiple years;  (iii)additional areas identified through the risk-based approach to be developed; and (iv) the potential risks posed by non-compliance by CCMs with CMMs (or collective obligations arising from CMMs) to achieve the objectives of the Convention or specific measures adopted thereunder.     4"
2018-07_historical,historical,7,"The Commission shall undertake an annual assessment of compliance by CCMs during the previous calendar year with the priority obligations identified under paragraph 6. Such assessment shall be determined based on the following criteria: (i) For a CCM-level quantitative limit or collective CCM quantitative limit, such as a limit on fishing capacity, fishing effort, or catch, verifiable data indicating that the limit has not been exceeded.  (ii) For other obligations: a. Implementation – where an obligation applies, the CCM is required to provide information showing that it has adopted, in accordance with its own national policies and procedures, binding measures that implement that obligation; and b. Monitor and ensure compliance – the CCM is required to provide information showing that it has a system or procedures to monitor compliance of vessels and persons with these binding measures, a system or procedures to respond to instances of non-compliance and has taken action in relation to potential infringements."
2018-07_historical,historical,8,"The preparation, distribution and discussion of compliance information pursuant to the CMS shall be in accordance with all relevant rules and procedures relating to the protection and dissemination of, and access to, public and non-public domain data and information compiled by the Commission. In this regard, Draft and Provisional Compliance Monitoring Reports shall constitute non-public domain data, and the Final Compliance Monitoring Report shall constitute public domain data.  Section IV – WCPFC Online Compliance Case file system"
2018-07_historical,historical,9,"The Secretariat shall maintain the WCPFC online compliance case file system as a secure, searchable system to store, manage and make available information to assist CCMs with tracking alleged violations by their flagged vessels."
2018-07_historical,historical,10,"For each case in the online system, the following information shall be provided by the flag CCM: (a) Has an investigation been started? (Yes/No) (b) If yes, what is the current status of the investigation? (Ongoing, Completed) (c) If the alleged violations stem from an observer report, have you obtained the observer report? (Yes/No) (d) If no, what steps have you taken to obtain the observer report? (e) What was the outcome of the investigation? (Closed – no violation; Infraction – not charged; Infraction – charged) (f) If no violation, provide brief explanation (g) If infraction, but not charged, provide brief explanation (h) If infraction charged, how was it charged (e.g., penalty/fine, permit sanction, verbal or written warning, etc.) and level of charged (e.g., penalty amount, length of sanction, etc.)     5"
2018-07_historical,historical,11,A flag CCM shall provide updates into the online system on the progress of an investigation until its conclusion.
2018-07_historical,historical,12,"CCMs that are relevant to a case shall be allowed to view those cases for vessels flying other flags.  Relevant CCMs shall comprise the CCM that notified the case to the flag CCM, and where applicable, the coastal CCM, the ROP observer provider and the chartering CCM."
2018-07_historical,historical,13,The Secretariat shall notify relevant CCMs when a case is entered into the online system.  Section V – Special Requirements of Developing States
