CMM,Status,Section Number,Content
2017-07_historical,historical,1,"The purpose of the WCPFC Compliance Monitoring Scheme (CMS) is to ensure that Members, Cooperating Non-Members and Participating Territories (CCMs) implement and comply with obligations arising under the Convention and conservation and management measures (CMMs) adopted by the Commission. The CMS is designed to:  (i) assess CCMs’ compliance with their obligations;  (ii) identify areas in which technical assistance or capacity building may be needed to assist CCMs to attain compliance;  (iii) identify aspects of conservation and management measures which may require refinement or amendment for effective implementation;  (iv) respond to non-compliance through remedial options that include a range of possible responses that take account of the reason for and degree of non-compliance, and include cooperative capacity-building initiatives and, in case of serious non-compliance, such penalties and other actions as may be necessary and appropriate to promote compliance with CMMs and other Commission obligations;1 and  (v) monitor and resolve outstanding instances of non-compliance.   Section II - Scope and application"
2017-07_historical,historical,2,"The Commission, with the assistance of the Technical and Compliance Committee (TCC) shall evaluate CCMs’ compliance with the obligations arising under the Convention and the CMMs adopted by the Commission and identify instances of non-compliance."
2017-07_historical,historical,3,"Subject to modification by paragraph 15, each year the Commission shall evaluate compliance by CCMs during the previous calendar year with the obligations in the Convention and CMMs adopted by the Commission notably with respect to:  (i) catch and effort limits for target species;  (ii) catch and effort reporting for target species;                                                   1 In accordance with the process for identifying responses to non-compliance adopted by the Commission to complement the Scheme, as provided for in paragraph 38 of this measure.  3  (iii) reporting including with respect to implementation of measures for  non-target species; (iv) spatial and temporal closures, and restrictions on the use of fish aggregating devices;  (v) authorizations to fish and the Record of Fishing Vessels, observer, VMS coverage, transshipment and the High Seas Boarding and Inspection Scheme;   (vi) provision of scientific data through the Part 1 Annual Report (and its addendum) and the Scientific Data to be provided to the Commission; and (vii) submission of the Part II Annual Report, including compliance with the obligations in paragraph 36, and compliance with other Commission reporting deadlines."
2017-07_historical,historical,4,The Commission shall also evaluate compliance by CCMs during the previous calendar year with collective obligations arising from the Convention or CMMs related to fishing activities managed under the Convention.   Capacity Assistance Need
2017-07_historical,historical,5,"Notwithstanding paragraph 3, where a SIDS or Participating Territory, or Indonesia or the Philippines cannot meet a particular obligation that is being assessed, due to a lack of capacity2, that CCM shall provide a Capacity Development Plan to the Secretariat with their draft Compliance Monitoring Report (dCMR), that:  (i) clearly identifies and explains what is preventing that CCM from meeting that obligation; (ii)  identifies the capacity building assistance needed to allow that CCM to meet that obligation; (iii)  estimates the costs and/or technical resources associated with such assistance, including, if possible, funding and technical assistance sources where necessary; (iv) sets out an anticipated timeframe in which, if the identified assistance needs are provided, that CCM will be able to meet that obligation. The CCM may work together with the Secretariat to draft the Capacity Development Plan. This plan shall be attached to that CCM’s comments to the dCMR."
2017-07_historical,historical,6," Where TCC recognizes that a capacity assistance need has been identified in a dCMR by a SIDS, Participating Territory, Indonesia or the Philippines, which has prevented that CCM from fulfilling a particular obligation, TCC shall assess that CCM as “Capacity Assistance Needed” for that obligation.  TCC shall recommend to the Commission that it allow the Capacity Development Plan to run until the end of the anticipated timeframe and assistance delivery set out therein."
2017-07_historical,historical,7," That CCM shall report its progress under the Capacity Development Plan every year                                                  2 Any CCM may identify a capacity assistance need through the CMS process; however, the application of paragraphs 5 - 7 is limited to those CCMs identified in the paragraph. 4  in its Annual Report Part II. That CCM will remain assessed as “Capacity Assistance Needed” against that particular obligation until the end of the anticipated timeframe in the plan.     Investigation Status Report"
2017-07_historical,historical,8,"Where a CCM cannot complete an investigation prior to TCC, that CCM shall provide a Status Report to the Secretariat with the dCMR, that:  (i) describes the steps that have been taken to commence the investigation;  (ii)  describes the process that CCM will take to complete the investigation, within their relevant national processes and laws; (iii)  describes, to the extent possible, actions proposed to be taken in relation to the alleged violation;  (iv) sets out an anticipated timeframe in the Status Report The CCM may work together with the Secretariat to draft the Status Report. This report shall be attached to that CCM’s comments to the dCMR."
2017-07_historical,historical,9," TCC will consider the Status Report submitted by the CCM, and may suggest changes. Where the CCM agrees the Status Plan may be revised to reflect those suggestions."
2017-07_historical,historical,10,"Where TCC recognizes that an investigation of an alleged violation has commenced and is ongoing, as identified in a dCMR by a CCM, TCC shall assess that CCM as “Flag State Investigation” for that obligation."
2017-07_historical,historical,11,"That CCM shall provide a report of the progress of the investigation, including any action taken or proposed to be taken in relation to the alleged violation under the Status Report every year in its Annual Report Part II. Until the end of the anticipated timeframe in the plan that CCM shall remain assessed as “Flag State Investigation” against that particular obligation for that year.    Conclusion of Capacity Development Plan or Status Report"
2017-07_historical,historical,12,"Notwithstanding paragraphs 5 - 7 and 6 - 11, where TCC does not consider that progress has been made against a Capacity Development Plan or a Status Report that CCM shall be assessed for that obligation in accordance with Annex I."
2017-07_historical,historical,13,"If a CCM notifies the Commission that its capacity needs have been met, or an investigation has been completed and any required action taken, the Capacity Development Plan or Status Report for that obligation shall be deemed to have terminated early and the CCM’s compliance with that obligation shall then be assessed in accordance with Annex I."
2017-07_historical,historical,14,"Once the timeframe in the Capacity Development Plan or Status Report has passed, that CCM’s compliance with that obligation shall then be assessed in accordance with Annex I.    5  General provisions"
2017-07_historical,historical,15,"Each year, the Commission shall consider, taking into consideration any recommendations from TCC, whether all of the obligations identified in paragraph 3 shall be evaluated in the following year and identify whether any additional obligations shall be evaluated.  In making this determination, the Commission shall take into account:  (i) the needs and priorities of the Commission, including those of its subsidiary bodies;  (ii) evidence of high percentages of compliance or persistent non-compliance with specific obligations for multiple years; and  (iii) the potential risks posed by non-compliance with particular obligations to achieving the objectives of the Convention or specific measures adopted thereunder."
2017-07_historical,historical,16,"Through the CMS, the Commission shall also consider and address:  (i) compliance by CCMs with recommendations adopted pursuant to the Scheme the previous year, and  (ii) responses by CCMs to alleged violations reported under Article 23(5) or 25(2) of the Convention."
2017-07_historical,historical,17,"The preparation, distribution and discussion of compliance information pursuant to the CMS shall be in accordance with all relevant rules and procedures relating to the protection and dissemination of, and access to, public and non-public domain data and information compiled by the Commission. In this regard, Draft and Provisional Compliance Monitoring Reports shall constitute non-public domain data, and the Final Compliance Monitoring Report shall constitute public domain data."
2017-07_historical,historical,18,"The CMS shall not prejudice the rights, jurisdiction and duties of any CCM to enforce its national laws or to take more stringent measures in accordance with its national laws, consistent with that CCM’s international obligations."
2017-07_historical,historical,19,"A CCM shall not block its own compliance assessment if all other CCMs present have concurred with the assessment.  If the assessed CCM disagrees with the assessment, its view will be reflected in the Provisional or Final CMR."
2017-07_historical,historical,20,"Where a CCM has missed a reporting deadline,3 but has submitted the required information, this obligation will be accepted by TCC, unless a CCM has a specific concern or if there are updates from the Secretariat based on new information received."
2017-07_historical,historical,21,"The Commission recognises the special requirements of developing State CCMs, particularly SIDS Members and Participating Territories, and shall seek to actively engage and cooperate with these CCMs and facilitate their effective participation in the implementation of the CMS including by: (i)  ensuring that inter-governmental sub-regional agencies which provide advice and assistance to these CCMs are able to participate in the processes established under the CMS, including by attending any working groups as observers and participating in accordance with Rule 36 of the Commission’s Rules of Procedure, and having access to all relevant documents, and                                                  3 For the purposes of the Compliance Monitoring Scheme, all reporting deadlines will be based on Universal Time Code (UTC) time unless the CMM establishing the deadline specifies otherwise. 6  (ii) providing appropriately targeted assistance to improve implementation of, and compliance with, obligations arising under the Convention and CMMs adopted by the Commission, including through consideration of the options for capacity building and technical assistance.   Section III - Draft Compliance Monitoring Report"
2017-07_historical,historical,22,"Prior to the annual meeting of the TCC, the Executive Director shall prepare a Draft Compliance Monitoring Report (the Draft Report) that consists of individual draft Compliance Monitoring Reports (dCMRs) concerning each CCM and a section concerning collective obligations arising from the Convention or CMMs related to fishing activities managed under the Convention.  Each dCMR shall reflect information relating to the relevant CCM’s implementation of obligations as reflected in paragraph 3 or modified by paragraph 15, as well as any potential compliance issues, where appropriate.  Such information shall be sourced from reports submitted by CCMs as required in CMMs and other Commission obligations, such as Parts 1 and 2 of the Annual Reports as well as information available to the Commission through other data collection programs, including but not limited to, high seas transshipment reports, regional observer program data and information, Vessel Monitoring System information, High Seas Boarding and Inspection Scheme reports, and charter notifications; and where appropriate, any additional suitably documented information regarding compliance during the previous calendar year.  The Draft Report shall present all available information relating to each CCM’s implementation of obligations for compliance review by TCC."
2017-07_historical,historical,23,The Executive Director shall transmit to each CCM its dCMR at least 55 days prior to TCC each year.
2017-07_historical,historical,24,"Upon receipt of its dCMR, each CCM may, where appropriate, reply to the Executive Director no later than 28 days prior to TCC each year to:  (i)  provide additional information, clarifications, amendments or corrections to information contained in its dCMR;  (ii) identify any particular difficulties with respect to implementation of any obligations; or  (iii) identify technical assistance or capacity building needed to assist the CCM with implementation of any obligations."
2017-07_historical,historical,25,"To facilitate meeting obligations under paragraph 24, active cooperation and communication between a flag CCM and other relevant CCMs is encouraged."
2017-07_historical,historical,26,"At least fifteen days in advance of the TCC meeting, the Executive Director shall compile and circulate to all CCMs the full Draft Report that will include any potential compliance issues and requirements for further information to assess the relevant CCM’s compliance status, in a form to be agreed to by the Commission, including all information that may be provided under paragraph 24 of this measure."
2017-07_historical,historical,27,"TCC shall review the Draft Report and identify any potential compliance issues for each CCM, based on information contained in the dCMRs, as well as any information provided by CCMs in accordance with paragraph 24 of this measure.  CCMs may also provide additional information to TCC with respect to implementation of its obligations.  7   Section IV – Provisional Compliance Monitoring Report"
