CMM,Status,Section Number,Content
2013-02_historical,historical,1,"The purpose of the WCPFC Compliance Monitoring Scheme (CMS) is to ensure that Members, Cooperating Non-Members and Participating Territories (CCMs) implement and comply with obligations arising under the Convention and conservation and management measures (CMMs) adopted by the Commission. The CMS is designed to:  (i) assess CCMs’ compliance with their obligations;  (ii) identify areas in which technical assistance or capacity building may be needed to assist CCMs to attain compliance;  (iii) identify aspects of conservation and management measures which may require refinement or amendment for effective implementation;  (iv) respond to non-compliance through remedial options that include a range of possible responses that take account of the reason for and degree of non-compliance, and include cooperative capacity-building initiatives and, in case of serious non-compliance, such penalties and other actions as may be necessary and appropriate to promote compliance with CMMs and other Commission obligations;1 and  (v) monitor and resolve outstanding instances of non-compliance.   Section II - Scope and application"
2013-02_historical,historical,2,"The Commission, with the assistance of the Technical and Compliance Committee (TCC) shall evaluate CCMs’ compliance with the obligations arising under the Convention and the CMMs adopted by the Commission and identify instances of non-compliance."
2013-02_historical,historical,3,"Each year the Commission shall evaluate compliance by CCMs during the previous calendar year with the obligations in the Convention and CMMs adopted by the Commission with respect to:  (i) catch and effort limits for target species;  (ii) catch and effort reporting for target species;  (iii) reporting for seabird and other non-target species; (iv) spatial and temporal closures, and restrictions on the use of fish aggregating devices;  (v) authorizations to fish and the Record of Fishing Vessels, observer, VMS coverage, and the High Seas Boarding and Inspection Scheme;   (vi) provision of scientific data through the Part 1 Annual Report and the Scientific    Data to be provided to the Commission; and                                                  1 In accordance with the process for identifying responses to non-compliance adopted by the Commission to complement the Scheme, as provided for in paragraph 24 of this measure.   3  (vii) submission of the Part 2 Annual Report, including compliance with the obligations in paragraph 22, and compliance with other Commission reporting deadlines."
2013-02_historical,historical,4,The Commission shall also evaluate compliance by CCMs during the previous calendar year with collective obligations arising from the Convention or CMMs related to fishing activities managed under the Convention.
2013-02_historical,historical,5,"Each year, the Commission shall consider and identify whether additional obligations should be evaluated annually or in another specified time period, taking into account:  (i) the needs and priorities of the Commission, including those of its subsidiary bodies;  (ii) the need to assess and address persistent non-compliance; and  (iii) the potential risks posed by non-compliance with particular obligations to achieving the goals of the Convention or specific measures adopted thereunder."
2013-02_historical,historical,6,"Through the CMS, the Commission shall also consider and address:  (i) compliance by CCMs with recommendations adopted pursuant to the Scheme the previous year, and  (ii) responses by CCMs to alleged violations reported under Article 23(5) or 25(2) of the Convention."
2013-02_historical,historical,7,"The preparation, distribution and discussion of compliance information pursuant to the CMS shall be in accordance with all relevant rules and procedures relating to the protection and dissemination of, and access to, public and non-public domain data and information compiled by the Commission. In this regard, Draft and Provisional Compliance Monitoring Reports shall constitute non-public domain data, and the Final Compliance Monitoring Report shall constitute public domain data."
2013-02_historical,historical,8,"The CMS shall not prejudice the rights, jurisdiction and duties of any CCM to enforce its national laws or to take more stringent measures in accordance with its national laws, consistent with that CCM’s international obligations."
2013-02_historical,historical,9,"The Commission recognises the special requirements of developing State CCMs, particularly small island developing State Members and Participating Territories, and shall seek to actively engage and cooperate with these CCMs and facilitate their effective participation in the implementation of the CMS including by: (i) ensuring that inter-governmental sub-regional agencies which provide advice and assistance to these CCMs are able to participate in the processes established under the CMS, including by attending any working groups as observers and participating in accordance with Rule 36 of the Commission’s Rules of Procedure, and having access to all relevant documents, and (ii) providing appropriately targeted assistance to improve implementation of, and compliance with, obligations arising under the Convention and CMMs adopted by the Commission, including through consideration of the options for capacity building and technical assistance.   Section III - Draft Compliance Monitoring Report"
2013-02_historical,historical,10,"Prior to the annual meeting of the TCC, the Executive Director shall prepare a Draft Compliance Monitoring Report (the Draft Report) that consists of individual draft 4  Compliance Monitoring Reports (dCMRs) concerning each CCM and a section concerning collective obligations arising from the Convention or CMMs related to fishing activities managed under the Convention.  Each dCMR shall reflect information relating to the relevant CCM’s implementation of obligations in the Convention and CMMs adopted by the Commission, as well as any potential compliance issues, where appropriate.  Such information shall be sourced from reports submitted by CCMs as required in CMMs and other Commission obligations, such as Parts 1 and 2 of the Annual Reports as well as information available to the Commission through other data collection programs, including but not limited to, high seas transshipment reports, regional observer program reports, Vessel Monitoring System information, High Seas Boarding and Inspection Scheme reports, and charter notifications; and where appropriate, any additional suitably documented information regarding compliance during the previous calendar year.  The Draft Report shall present all available information relating to each CCM’s implementation of obligations for compliance review by TCC."
2013-02_historical,historical,11,The Executive Director shall transmit the relevant dCMR to each CCM by 28 July each year.
2013-02_historical,historical,12,"Upon receipt of the relevant dCMR, each CCM may reply to the Executive Director by 28 August each year in order to (where appropriate):  (i) provide additional information, clarifications, amendments or corrections to information contained in its dCMR;  (ii) identify any particular difficulties with respect to implementation of any obligations; or  (iii) identify technical assistance or capacity building needed to assist the CCM with implementation of any obligations."
2013-02_historical,historical,13,"At least three weeks in advance of the TCC meeting, the Executive Director shall compile and circulate to all CCMs the full Draft Report that will include any potential compliance issues, in a form to be agreed to by the Commission, including all information that may be provided under paragraph 12 of this measure."
2013-02_historical,historical,14,"TCC shall review the Draft Report and identify any potential compliance issues for each CCM, based on information contained in the dCMRS, as well as any information provided by CCMs in accordance with paragraph 12 of this measure.  CCMs may also provide additional information to TCC with respect to implementation of its obligations.  The review shall be held taking into account the confidentiality of information.  Section IV – Provisional Compliance Monitoring Report"
2013-02_historical,historical,15,"Taking into account any additional information provided by CCMs, and, where appropriate, any additional information provided by non-government organisations or other organisations concerned with matters relevant to the implementation of this Convention, TCC shall develop a Provisional Compliance Monitoring Report (the Provisional Report) that will include a provisional assessment of each CCM’s Compliance Status and recommendations for any corrective action needed, based on potential compliance issues it has identified in respect of that CCM and using the criteria and considerations for assessing Compliance Status set out in Annex I of this measure."
2013-02_historical,historical,16,"The Provisional Report will also include an executive summary including recommendations or observations from TCC regarding:  5  (i) Identification of any CMMs that should be reviewed to address implementation or compliance difficulties experienced by CCMs, including any specific amendments or improvements that have been identified,  (ii) capacity building requirements or other obstacles to implementation identified by CCMs, in particular small island developing State Members and Participating Territories, and  (iii) additional priority obligations that should be reviewed under the CMS pursuant to paragraph 5 of this measure."
2013-02_historical,historical,17,The Provisional Report shall be forwarded to the Commission for consideration at the annual meeting.   Section V - Compliance Monitoring Report
2013-02_historical,historical,18,"At each annual Commission meeting, the Commission shall consider the Provisional Report recommended by the TCC."
2013-02_historical,historical,19,"Up to 30 days prior to the Commission meeting, CCMs may provide the Commission with additional advice or information relating to the Provisional Report, including any steps taken to address identified compliance issues."
