CMM,Status,Section Number,Content
2018-06_active,active,1,"        Each member2 of the Commission shall:  (a)            authorize its vessels to fish in the Convention Area, consistent with article 24 of the Convention, only where it is able to exercise effectively its responsibilities in respect of such vessels under the 1982 Convention, the Agreement and this Convention;  (b)               take necessary measures to ensure that its vessels comply with conservation and management measures adopted pursuant to the Convention;  (c)            take necessary measures to ensure that fishing for highly migratory fish stocks in the Convention Area is conducted only by vessels flying the flag of a member of the Commission, and in respect of non-member carriers and bunkers, in accordance with Section D of this Measure3;  (d)         take necessary measures to ensure that any fishing vessel flying its flag conducts fishing in areas under the national jurisdiction of another State only where the vessel holds an appropriate license, permit or authorization, as may be required by such other State;  (e)          undertake to manage the number of authorizations to fish and the level of fishing effort commensurate with the fishing opportunities available to that member in the Convention Area;  (f)         ensure that no authorization to fish in the Convention Area is issued to a vessel that has a history of illegal, unreported or unregulated (IUU) fishing, unless the ownership of the vessel has subsequently changed  and  the  new owner  has  provided  sufficient evidence  demonstrating that  the previous owner or operator has no legal, beneficial or financial interest in, or control of the vessels, or the member concerned is satisfied that, having taken into account all relevant facts, the vessel is no longer engaged in or associated with IUU fishing;  (g)         withdraw authorizations to fish consistent with article 25(4) of the Convention;    1 This measure revised CMM 2017-05 to expand footnote 4.  CMM 2017-05 had revised CMM 2013-10 by inclusion of footnote 6.  CMM 2013-10 had previously revised CMM 2009-01 to incorporate the UVI requirement adopted at WCPFC10. The revisions were: inclusion of paragraph 6(s), footnote 4 and paragraph 11. 2 The term “member” when used in this measure includes cooperating non-members 3 This revision (CMM 2009-01 revised) was to correct a cross referencing error in paragraph 362  (h)               take into account the history of violations by fishing vessels and operators when considering applications for authorization to fish by fishing vessels flying its flag;  (i)           take necessary measures to ensure that the owners of the vessels on the Record flying its flag are citizens, residents or legal entities within its jurisdiction so that any control or punitive actions can be effectively taken against them."
2018-06_active,active,2,"             Each member of the Commission  shall take necessary measures to ensure that its fishing vessels, when in the Convention Area, only tranship to/from, and provide bunkering for, are bunkered by or otherwise supported by: (a)  vessels flagged to members, or (b) Other vessels flagged to States not members of the Commission only if such vessels are on the WCPFC Interim Register of non-Member Carrier and Bunker Vessels established under section D below (the “Register”); or (c)   Vessels   operated   under  charter,   lease,  or  similar  mechanisms   in  accordance   with paragraphs 42 to 44 of this measure."
2018-06_active,active,3,         No member of the Commission shall allow any fishing vessel entitled to fly its flag to be used for fishing in the Convention Area beyond areas of national jurisdiction unless it has been authorized to do so by the appropriate authority or authorities of that member.
2018-06_active,active,4,"        Each such authorization shall set forth for the vessel to which it is issued:  (a)         the specific areas, species and time periods for which the authorization is valid; (b)        permitted activities by the vessel; (c)        a prohibition of fishing, retention on board, transshipment or landing by the vessel in areas under the national jurisdiction of another State except pursuant to any license, permit or authorization that may be required by such other State;  (d)              the requirement that the vessel keep on board the authorization issued pursuant to paragraph 1 above, or certified copy thereof; any license, permit or authorization, or certified copy thereof, issued by a coastal State, as well as a valid certificate of vessel registration; and  (e)             any other specific conditions to give effect to the provisions of the Convention and conservation and management measures adopted pursuant to it.  B.          Members’ record of fishing vessels"
2018-06_active,active,5,"           Pursuant to article 24(4) on the Convention, each member of the Commission shall maintain a record of fishing vessels entitled to fly its flag and authorized to fish in the Convention Area beyond its area of national jurisdiction, and shall ensure that all such fishing vessels are entered in that record."
2018-06_active,active,6,"           Each member of the Commission shall submit, electronically where possible, to the Executive Director the following information with respect to each vessel entered in its record:  (a)          name of the fishing vessel, registration number, WCPFC Identification Number (WIN), previous names (if known) and port of registry; (b)        name and address of the owner or owners;3  (c)        name and nationality of the master; (d)        previous flag (if any); (e)        International Radio Call sign (f)          vessel communication types and numbers (Inmarsat A, B and C numbers and satellite telephone number); (g)        colour photograph of the vessel; (h)        where and when the vessel was built; (i)         type of vessel; (j)         normal crew complement; (k)        type of fishing method or methods; (l)         length (specify type and metric); (m)       moulded depth (specify metric); (n)        beam (specify metric); (o)        gross registered tonnage (GRT) or gross tonnage (GT); (p)        power of main engine or engines (specify metric); (q)        carrying capacity, including freezer type, capacity and number, fish hold capacity and capacity of freezer chambers (specify metric); (r)        the form and number of the authorization granted by the flag State including any specific areas, species and time periods for which it is valid; and. (s)        International Maritime Organization (IMO) number or Lloyd’s Register (LR) number, if issued4"
2018-06_active,active,7,"          After 1 July 2005, each member of the Commission shall notify the Executive Director, within 15 days, or in any case within 72 hours before commencement of fishing activities in the Convention Area by the vessel concerned, of: (a)        any vessel added to its Record along with the information set forth in paragraph 6; (b)        any change in the information referred to in paragraph 6  with respect to any vessel on its record; and (c)          any vessel deleted from its record along with the reason for such deletion in accordance with article 24 (6) of the Convention,"
2018-06_active,active,8,"          Each member of the Commission shall submit to the Executive Director, information requested by the Executive Director with respect to fishing vessels entered in its national record of fishing vessels within fifteen (15) days of such request."
2018-06_active,active,9,"            Before 1 July of each year, each Member shall submit to the Executive Director a list of all vessels that appeared in its record of fishing vessels at any time during the preceding calendar year, together with each vessel’s WCPFC identification number (WIN) and an indication of whether each vessel fished for highly migratory fish stocks in the Convention Area beyond its area of national jurisdiction. The indication shall be expressed as (a) fished, or (b) did not fish."
2018-06_active,active,10,"         Members that operate lease, charter arrangements or similar arrangements that result in data reporting obligations being conferred to a party other than the flag State will make arrangements to ensure that the flag State can meet its obligations under paragraph 9.  4 Effective 1 January 2016, flag CCMs shall ensure that all their fishing vessels that are authorized to be used for fishing in the Convention Area beyond the flag CCM’s area of national jurisdiction and that are at least 100 GT or 100 GRT in size have IMO or LR numbers issued to them.  Effective 1 April 2020, flag CCMs shall ensure that all their motorized inboard fishing vessels of less than 100 GRT (or 100 GRT) down to a size of 12 meters in length overall (LOA), authorized to be used for fishing in the Convention Area beyond the flag CCM’s area of national jurisdiction have an IMO or LR issued.  4"
2018-06_active,active,11,"   In assessing compliance with 6(s) above, the Commission shall take into account extraordinary circumstances in which a vessel owner is not able to obtain an IMO or LR number despite following the appropriate procedures.   Flag CCMs shall report any such extraordinary situations in Part 2 of their annual reports.    C.         WCPFC Record of Fishing Vessels"
2018-06_active,active,12,"          The Commission shall, in accordance with article 24(7) of the Convention and based on the information provided to the Commission in accordance with the Convention and these procedures, establish and maintain its own record of fishing vessels authorized to fish in the Convention Area beyond the national jurisdiction of the member of the Commission whose flag the vessel is flying. Such record shall be known as the WCPFC Record of Fishing Vessels (the “Record”)."
