CMM,Status,Section Number,Content
2004-01_historical,historical,1,"Each member of the Commission shall: (a)  authorize its vessels to fish in the Convention Area, consistent with article 24 of the Convention, only where it is able to exercise effectively its responsibilities in respect of such vessels under the 1982 Convention, the Agreement and this Convention; (b)  take necessary measures to ensure that its vessels comply with conservation and management measures adopted pursuant to the Convention; (c)  take necessary measures to ensure that fishing for highly migratory fish stocks in the Convention Area is conducted only by vessels flying the flag of a member of the Commission; (d)  take necessary measures to ensure that any fishing vessel flying its flag conducts fishing  in areas under the national jurisdiction of another State only where the vessel holds an appropriate license, permit or authorization, as may be required by such other State; (e)  undertake to manage the number of authorizations to fish and the level of fishing effort commensurate with the fishing opportunities available to that member in the Convention Area; (f) ensure that no authorization to fish in the Convention Area is issued to a vessel that has a history of illegal, unreported or unregulated (IUU) fishing, unless the ownership of the vessel has subsequently changed and the new owner has provided sufficient evidence demonstrating that the previous owner or operator has no legal, beneficial or financial interest in, or control of the vessels, or the member concerned is satisfied that, having taken into account all relevant facts, the vessel is no longer engaged in or associated with IUU fishing;                                                  1 As contained in Annex I of the Final Report of Working Group III [WCPFC/PrepCon/46]   2(g)   withdraw authorizations to fish consistent with article 25(4) of the Convention; (h)  take into account the history of violations by fishing vessels and operators when considering applications for authorization to fish by fishing vessels flying its flag; (i)  take necessary measures to ensure that the owners of the vessels on the WCPFC Record of Fishing Vessels flying its flag are citizens, residents or legal entities within its jurisdiction so that any control or punitive actions can be effectively taken against them."
2004-01_historical,historical,2,No member of the Commission shall allow any fishing vessel entitled to fly its flag to be used for fishing in the Convention Area beyond areas of national jurisdiction unless it has been authorized to do so by the appropriate authority or authorities of that member.
2004-01_historical,historical,3,"Each such authorization shall set forth for the vessel to which it is issued: (a) the specific areas, species and time periods for which the authorization is valid; (b) permitted activities by the vessel; (c) a prohibition of fishing, retention on board, transshipment or landing by the vessel in areas under the national jurisdiction of another State except pursuant to any license, permit or authorization that may be required by such other State; (d) the requirement that the vessel keep on board the authorization issued pursuant to paragraph 1 above, or certified copy thereof; any license, permit or authorization, or certified copy thereof, issued by a coastal State, as well as a valid certificate of vessel registration; and (e) any other specific conditions to give effect to the provisions of the Convention and conservation and management measures adopted pursuant to it. B.  Members’ record of fishing vessels"
2004-01_historical,historical,4,"Pursuant to article 24(4) on the Convention, each member of the Commission shall maintain a record of fishing vessels entitled to fly its flag and authorized to fish in the Convention Area beyond its area of national jurisdiction, and shall ensure that all such fishing vessels are entered in that record."
2004-01_historical,historical,5,"Each member of the Commission shall submit, electronically where possible, to the Executive Director by 1 July 2005 the following information with respect to each vessel entered in its record: (a) name of the fishing vessel, registration number, WCPFC Identification Number (WIN), previous names (if known) and port of registry; (b) name and address of the owner or owners; (c) name and nationality of the master; (d) previous flag (if any); (e) International Radio Call sign (f) vessel communication types and numbers (Inmarsat A, B and C numbers and satellite telephone number); (g) colour photograph of the vessel; (h) where and when the vessel was built;  3(i) type of vessel; (j) normal crew complement; (k) type of fishing method or methods; (l) length; (m) moulded depth; (n) beam; (o) gross registered tonnage; (p) power of main engine or engines; (q) carrying capacity, including freezer type, capacity and number, and fish hold capacity; and (r) the form and number of the authorization granted by the flag State including any specific areas, species and time periods for which it is valid."
2004-01_historical,historical,6,"After 1 July 2005, each member of the Commission shall notify the Executive Director, within 15 days, or in any case within 72 hours before commencement of fishing activities in the Convention Area by the vessel concerned, of:  (a) any vessel added to its Record along with the information set forth in paragraph 5; (b) any change in the information referred to in paragraph 5 with respect to any vessel on its record; and (c) any vessel deleted from its record along with the reason for such deletion in accordance with article 24 (6) of the Convention,"
2004-01_historical,historical,7,"Each member of the Commission shall submit to the Executive Director, information requested by the Executive Director with respect to fishing vessels entered in its national record of fishing vessels within fifteen (15) days of such request. C. WCPFC Record of Fishing Vessels"
2004-01_historical,historical,8,"The Commission shall, in accordance with article 24(7) of the Convention and based on the information provided to the Commission in accordance with the Convention and these procedures, establish and maintain its own record of fishing vessels authorized to fish in the Convention Area beyond the national jurisdiction of the member of the Commission whose flag the vessel is flying. Such record shall be known as the WCPFC Record of Fishing Vessels."
2004-01_historical,historical,9,The Executive Director shall ensure that due publicity is given to the WCPFC Record of Fishing Vessels including making its contents available through an appropriate website.
2004-01_historical,historical,10,"In addition, the Executive Director shall circulate an annual summary of the information contained in the WCPFC Record of Fishing Vessels to all members of the Commission at least 30 days prior to the annual meeting of the Commission."
