CMM,Status,Section Number,Content
2012-01_historical,historical,1,"compatible measures for the high seas and exclusive economic zones (EEZs) are implemented so that bigeye, yellowfin and skipjack tuna stocks are, at a minimum, maintained at levels capable of producing their maximum sustainable yield as qualified by relevant environmental and economic factors including the special requirements of developing States in the Convention Area as expressed by Article 5 of the Convention. The Commission will amend, or replace the objectives with target reference points after their adoption.   Skipjack"
2012-01_historical,historical,2,"the Fishing Mortality Rate (F) for skipjack will be maintained at a level no greater than Fmsy, i.e. F/Fmsy ≤ 1.   Bigeye"
2012-01_historical,historical,3,"the fishing mortality rate for bigeye tuna will be reduced to a level no greater than Fmsy, i.e. F/Fmsy ≤ 1. This objective shall be achieved through step by step approach through 2017 in accordance with this Measure.   Yellowfin"
2012-01_historical,historical,4,"the fishing mortality rate is not greater than Fmsy, i.e. F/Fmsy ≤ 1.   4  General Rules Attribution of Charter Arrangements"
2012-01_historical,historical,5,"For the purposes of paragraph 15 and 26, attribution of catch and effort shall be to the flag State, except that catches and effort of vessels notified as chartered under CMM 2011-05 or its replacement shall be attributed to the chartering Member, or Participating Territory. Attribution for the purpose of this Measure is without prejudice to attribute for the purposes of establishing rights and allocation.  Non-Parties"
2012-01_historical,historical,6,"In giving effect to CMM 2009-11 or its replacement the Commission shall advise non-Parties to the Convention wishing to acquire Co-operating Non Member (CNM) status as follows: (a) that for bigeye tuna the current fishing mortality rate is above that associated with MSY and the Scientific Committee recommends a reduction in F for bigeye tuna; (b) yellowfin tuna is not being overfished but current F is close to Fmsy and the Scientific Committee recommends no increase in F for yellowfin tuna; (c) that skipjack tuna is not being overfished and that the Scientific Committee recommended that the Commission consider adopting limits on fishing for skipjack tuna and noted that additional purse seine effort on skipjack tuna will yield only modest long term gains in catches. Therefore, where necessary, the limits that apply to CNMs, particularly on the high seas, will be determined by the Commission in accordance with CMM 2009-11 or its revision.   Small Island Developing States"
2012-01_historical,historical,7,"Unless otherwise stated, nothing in this Measure shall prejudice the rights and obligations of those small island developing State Members and Participating Territories in the Convention Area seeking to develop their domestic fisheries. This paragraph shall not be applied to paragraphs 10, 11, 12, 13, 19, 20, 21, 22 and 23.   Transfer of effort"
2012-01_historical,historical,8,"CCMs shall ensure that the effectiveness of these measures for the purse seine fishery are not undermined by a transfer of effort in days fished into areas within the Convention Area south of 20S in order to not undermine the effectiveness of these measures. In order not to undermine the effectiveness of these measures, CCMs shall not transfer fishing effort in days fished in the purse seine fishery to areas within the Convention Area north of 20N.   5  Area of application"
2012-01_historical,historical,9,This Measure applies to all areas of high seas and all EEZs in the Convention Area except where otherwise stated in the Measure.   II. Interim Measure for 20131  Purse seine fishery in tropical area (20N – 20S) FADs management
2012-01_historical,historical,10,"A three (3) months (July, August and September) prohibition of setting on FADs shall be in place for all purse seine vessels fishing in EEZs and high seas between 20N and 20S in the Convention Area (see paragraphs 3 -7 of CMM 2009-02 for the rules for the FAD closure)."
2012-01_historical,historical,11,"In addition to Paragraph 10, for additional reduction of FAD sets, flag CCMs shall implement one of the following two options;2 (i)  prohibition of setting on FADs in October, or (ii)  annual limit of FAD sets to 8/12 of the average number of annual FAD sets between 2001-2011 for the CCM (Attachment A), or for a SIDS CCM, 8/9 of the three years average (2009-2011) of the CCM, in accordance with the guidelines in Attachment B.3 CCM shall notify its intent on which option it will implement to the Secretariat by 31 March 2013. Detailed operation of this option (ii) shall be conducted in accordance with the guideline attached as Attachment B.  Effort management  EEZ"
2012-01_historical,historical,12,"Coastal States within the Convention Area that are Parties to the Nauru Agreement (PNA) shall restrict the level of purse seine effort in their EEZs to 2010 levels through                                                    1 The provisions of this interim measure are without prejudice of any future decisions of any conservation and management programme for tropical tuna. 2 Purse seine vessels under SIDS CCMs’ flag smaller than 50 m LOA (the 13 vessels currently on the WCPFC Record of Fishing Vessels) are exempted from this reduction requirement. When a SIDS CCM chooses the second option (paragraph 11 (ii)), purse seine vessels newly introduced in 2012 and 2013 are managed outside of the FAD set limit for that CCM. Those purse seine vessels exempted or managed outside the FAD set limit shall be notified to the Secretariat by 31 March 2013 or within 15 days of vessels introduced after this date 3 The levels of FAD sets indicated in Attachment A are without prejudice to any future decisions on CMM-specific FAD set limits.  6  the PNA Vessel Days Scheme."
2012-01_historical,historical,13,"Other coastal States with effort in their EEZs exceeding 1,000 days annually over the period of 2006-2010 shall limit effort in their EEZs to 2001-04 average or 2010 levels."
2012-01_historical,historical,14,"Other coastal States within the Convention Area other than those referred to in paragraph 12 and paragraph 13 shall establish effort limits or equivalent catch limits for purse seine fisheries within their EEZs that reflect the geographical distributions of skipjack, yellowfin, and bigeye tunas, and are consistent with the objectives for those species. Limits established pursuant to this provision shall be provided to the Commission by the relevant coastal States no later than 16 November 2013.   High Seas"
2012-01_historical,historical,15,Each CCM shall take measures not to increase fishing days on high seas.4   Yellowfin tuna
2012-01_historical,historical,16,CCMs are encouraged to take measures not to increase their catch of yellowfin tuna.  Catch retention
2012-01_historical,historical,17,"To create a disincentive to the capture of small fish and to encourage the development of technologies and fishing strategies designed to avoid the capture of small tunas and other fish, CCMs shall require their purse seine vessels fishing in EEZs and on the high seas within the area bounded by 20ºN and 20ºS to retain on board and then land or transship at port all bigeye, skipjack, yellowfin tuna. (See CMM 2009-02 paragraphs 8-13 for the Commission’s rules for catch retention.)  The only exceptions to this paragraph shall be:  a) when, in the final set of a trip, there is insufficient well space to accommodate all fish caught in that set noting that excess fish taken in the last set may be transferred to and retained on board another purse seine vessel provided this is not prohibited under applicable national law; or  b) when the fish are unfit for human consumption for reasons other than size; or  c) when serious malfunction of equipment occurs.                                                     4 The measures that the Philippines will take is in Attachment D  7"
2012-01_historical,historical,18,"Nothing in paragraphs 10, 11 and 17 shall affect the sovereign rights of coastal States to determine how these management measures will be applied in their waters, or to apply additional or more stringent measures.   Monitoring and control"
