CMM,Status,Section Number,Content
2013-03_historical,historical,1,"The WCFPC RFV shall consist of an electronic database that, at a minimum:  a. Is capable of depicting the current version of the RFV as a single table, in the structure and format shown in Attachment 1;  b. Is fully and readily searchable by public users, with the exception of any data deemed by the WCPFC to be non-public domain data and/or to be maintained only on the secure portion of the WCPFC web site;  c. Stores all historical data provided by CCMs and is capable of depicting the RFV as it was at any point in time in the past; and  d. Includes electronic photographs of the vessels on the RFV.                                                    1 This revision is to correct an omission of footnote attached to paragraph 1"
2013-03_historical,historical,2," The symbols in paragraph 11 and 12, and the cross-referencing in the footnote to Attachment 1 have also been corrected.     2  Responsibilities of CCMs  It shall be the responsibility of CCMs to:  2. Submit complete vessel record data to the WCFPC Secretariat that meet the structure and format specifications of Attachment 1, and submit vessel photographs that meet the specifications of Attachment 2; and"
2013-03_historical,historical,3,Submit vessel record data to the WCPFC Secretariat via one of the following modes:2  a. Electronic transmission: Submittal via email or other electronic means of electronic data files that meet the electronic formatting specifications of Attachment 3; or  b. Manual transmission: Direct RFV data entry via the web portal maintained by the WCPFC Secretariat for this purpose (Attachment 4).   Responsibilities of the WCPFC Secretariat  It shall be the responsibility of the WCPFC Secretariat to:
2013-03_historical,historical,4,"Maintain and utilize the RFV in a manner consistent with the Convention, the WCFPC’s conservation and management measures, and the adopted standards, specifications and procedures relating to the RFV;"
2013-03_historical,historical,5,"Provide a stable, reliable, fully maintained and supported RFV, including ensuring adequate redundancy and back-up systems to avoid data loss and provide timely data recovery;"
2013-03_historical,historical,6,"Ensure that vessel data, once received from CCMs, are not altered, manipulated, or interfered with in any way, except as necessary to incorporate such data into the RFV in accordance with these SSPs;"
2013-03_historical,historical,7,Design and maintain the RFV so that it is capable of depicting the current RFV in the structure and format specified in Attachment 1;
2013-03_historical,historical,8,Design and maintain the RFV so that numerical data can be displayed and downloaded using common units of measurement;
2013-03_historical,historical,9,"Ensure that the RFV is continuously publicly available via the WCPFC web site, with the exception of any pieces of information deemed by the WCPFC to be non-public domain data and/or to be maintained only on the secure portion of the WCPFC web site;                                                  2  The Commission may consider additional modes of transmission, such as modes involving direct links between the Commission’s and CCMs’ databases.  3"
2013-03_historical,historical,10,Develop and maintain the technical and administrative systems needed to receive vessel data from CCMs via any of the following modes:  a. Electronic transmission: Submittal via email or other electronic means of electronic data files that meet the electronic format specifications of Attachment 3;  b. Manual transmission: Direct manual data entry by a CCM via a web portal that meets the specifications of Attachment 4;
2013-03_historical,historical,11,"Within 24 hours of the next WCPFC official business day following receipt of vessel record data from a CCM, acknowledge receipt of the data and indicate to the CCM whether the data meet the minimum data requirements (i.e., they include data for all the fields with “” in the “Min.” column in Attachment 1) and structure and format specifications of Attachments 1 and 2 and, if applicable, whether they meet the electronic formatting specifications of Attachment 3;"
2013-03_historical,historical,12,"Within 48 hours (for electronic data transmissions) or 24 hours (for manual data transmissions) of the next WCPFC official business day following receipt from a CCM of vessel record data that meet the minimum data requirements (i.e., they include data for all the fields with “” in the “Min.” column in Attachment 1) and structure and format specifications of Attachments 1 and 2, and, if applicable, the electronic formatting specifications of Attachment 3, incorporate such data into the RFV;3"
2013-03_historical,historical,13,"Provide for information on vessels’ “fished / did not fish” status for each year, as submitted by CCMs, to be integrated with the RFV insofar as being able to display, search, and analyze the information; and"
2013-03_historical,historical,14,"Monitor and report annually to the TCC the performance of the RFV and its application and, as necessary, make recommendations for improvements or modifications to the system, standards, specifications or procedures established to support it, in order to ensure the RFV continues to function as a stable, secure, reliable, cost-effective, efficient, fully maintained and supported system."
2013-03_historical,historical,15,"Periodically recommend improvements to these SSPs, including, where appropriate, standards and codes that are consistent with those used in other international fora, such as the FAO and UN/CEFACT. "
