CMM,Status,Section Number,Content
2009-03_active,active,1,"Commission Members, Cooperating Non-Members and participating Territories (CCMs) shall exercise restraint through limiting the number of their fishing vessels for swordfish in the Convention Area south of 20°S, to the number in any one year between the period 2000- 2005 (listed in Annex 1)."
2009-03_active,active,2,"In addition to vessel limits established under paragraph 1, CCMs shall exercise restraint through limiting the amount of swordfish caught by fishing vessels flagged to them in the Convention Area south of 20°S to the amount caught in any one year during the period 2000 – 2006."
2009-03_active,active,3,"CCMs shall not shift their fishing effort for swordfish to the area north of 20°S, as a result of this measure."
2009-03_active,active,4,No later than 30 April 2010 CCMs shall nominate the maximum total catch of swordfish that it shall continue to be permitted to fish in the area south of 20°S. This amount shall be no more than their maximum verified catch declared to the Commission for any one year in the period 2000-2006.
2009-03_active,active,5,"Paragraphs 1 to 4 and paragraph 9 shall not prejudice the legitimate rights and obligations under international law of small island developing State and participating Territory CCMs, in the Convention Area who may wish to pursue a responsible level of development of their own fisheries in the Convention Area."
2009-03_active,active,6,"For the purposes of these measures, vessels operated under charter, lease or other similar mechanisms as an integral part of the domestic fleet of a coastal State, shall be considered to be vessels of the host State or Territory. Such charter, lease or other similar mechanism shall be conducted in a manner so as not to charter known IUU vessels."
2009-03_active,active,7,"CCMs shall cooperate to protect the long-term sustainability and economic viability of the fisheries for swordfish in the Southwest Pacific, and in particular shall cooperate on research to reduce uncertainty with regard to the status of swordfish stocks."
2009-03_active,active,8,"CCMs shall report to the Commission the total number of vessels that fished for swordfish and the total catch of swordfish for the following:  a. vessels flying their flag anywhere in the Convention Area south of 20°S other than vessels operating under charter, lease or other similar mechanism as part of the domestic fishery of another CCM; b. vessels operating under charter, lease or other similar mechanism as part of their domestic fishery south of 20oS; and c. any other vessels fishing within their waters south of 20°S.  3  This information shall be provided in Part 1of each CCM’s annual report. Initially, this information will be provided in the template provided at Annex 2 for the period 2000-2009 and then updated annually."
2009-03_active,active,9,"As an interim measure, and without prejudice to future decisions of the Commission relating to monitoring and responding to compliance with conservation and management measures, until the Commission adopts a scheme relating to compliance with CMMs which includes responses when a flag State exceeds any limits assigned to it, if it is determined by the Commission that the catch of vessels flying the flag of a CCM exceeds the total catch specified for them under paragraphs 2 and 4 above, that CCM will be subject to a reduction in their catch limit equal to the exceeded amount.  The reduction will apply in the year immediately after it has been determined that the catch limit has been exceeded."
2009-03_active,active,10,The Executive Director shall compile and disseminate the information provided to the Commission by CCMs in accordance with paragraph 8 above to the Technical and Compliance Committee each year. The Technical and Compliance Committee shall monitor and review compliance with this measure and make recommendations to the Commission as may be necessary.
2009-03_active,active,11,"This measure will be reviewed in 2011 by the Commission, including on the basis of advice from the Scientific Committee based on future stock assessments of South Pacific swordfish."
2009-03_active,active,12,This measure replaces CMM 2008-05. 
