CMM,Status,Section Number,Content
2021-01_historical,historical,1,"This measure is intended and designed to support fisheries for skipjack tuna, bigeye tuna, and yellowfin tuna in the Convention Area that benefit CCMs and their communities, and to do so in a way that is fair to all Members and addresses the special requirements of developing States and Participating Territories. The measure’s provisions are based on the interim stock-specific objectives below, as well as other relevant provisions of the Convention and decisions of the Commission. As the harvest strategies for the tropical tuna stocks and/or their associated fisheries are developed, the objectives and provisions of the Measure will be amended accordingly.   PRINCIPLES FOR APPLICATION OF THE MEASURE  Compatibility"
2021-01_historical,historical,2,"Conservation and management measures established for the high seas and those adopted for areas under national jurisdiction shall be compatible in order to ensure conservation and management of bigeye, skipjack, and yellowfin tuna stocks in their entirety. Measures shall ensure, at a minimum, that stocks are maintained at levels capable of producing maximum 4 sustainable yield, pending agreement on target reference points as part of the harvest strategy approach, as qualified by relevant environmental and economic factors including the special requirements of developing States in the Convention Area as expressed by Article 5 of the Convention.  Area of Application"
2021-01_historical,historical,3,This Measure applies to all areas of high seas and all EEZs in the Convention Area except where otherwise stated in the Measure.
2021-01_historical,historical,4,Coastal states are encouraged to take measures in archipelagic waters and territorial seas which are consistent with the objectives of this Measure and to inform the Commission Secretariat of the relevant measures that they will apply in these waters.  Small Island Developing States
2021-01_historical,historical,5,"With the exception of paragraphs 14-24, 29, 31-36, and 47-50, nothing in this Measure shall prejudice the rights and obligations of those small island developing State Members and Participating Territories in the Convention Area seeking to develop their domestic fisheries."
2021-01_historical,historical,6,"For the avoidance of doubt, where the term “SIDS” is used throughout this measure, the term includes Participating Territories. The term “CCM” means Members, Cooperating Non-Members and Participating Territories."
2021-01_historical,historical,7,"In giving effect to this CMM, the Commission shall pay attention to: (a) the geographical situation of a small island developing State which is made up of non-contiguous groups of islands having a distinct economic and cultural identity of their own but which are separated by areas of high seas; (b) the special circumstances of a State which is surrounded by the exclusive economic zones of other States and has a limited exclusive economic zone of its own; and (c) the need to avoid adverse impacts on subsistence, small-scale and artisanal fishers.    GENERAL PROVISIONS  Charter Arrangements"
2021-01_historical,historical,8,"For the purposes of paragraphs 37-38 and 42-46, attribution of catch and effort shall be to the flag State, except that catches and effort of vessels notified as chartered under CMM 2021-04 or its replacement shall be attributed to the chartering Member, or Participating Territory.  Attribution for the purpose of this Measure is without prejudice to attribution for the purposes of establishing rights and allocation."
2021-01_historical,historical,9,"For purposes of paragraphs 37-38 and 42-46, catches and effort of United States flagged vessels operating under agreements with its Participating Territories shall be attributed to the Participating Territories.  Such agreements shall be notified to the Commission in the form of 5 notification under CMM 2021-04 or its replacement.  Attribution for the purpose of this Measure is without prejudice to attribution for the purposes of establishing rights and allocation.    Overlap Area"
2021-01_historical,historical,10,"Where flag CCMs choose to implement IATTC measures in the overlap area, any calculation of limits for the Convention Area (excluding the overlap area) that are done on the basis of historical catch or effort levels, shall exclude historical catch or effort within the overlap area. Notwithstanding decisions on application of catch and/or effort limits, all other provisions of this measure apply to all vessels fishing in the overlap area.   HARVEST STRATEGIES AND INTERIM OBJECTIVES FOR BIGEYE, SKIPJACK, AND YELLOWFIN TUNA  Bigeye"
2021-01_historical,historical,11,Pending agreement on a target reference point the spawning biomass depletion ratio (SB/SBF=0) is to be maintained at or above the average SB/SBF=0 for 2012-2015.  Skipjack
2021-01_historical,historical,12,"The spawning biomass of skipjack tuna is to be maintained on average at a level consistent with the interim target reference point of 50% of the spawning biomass in the absence of fishing, adopted in accordance with CMM 2015-06.  Yellowfin"
2021-01_historical,historical,13,Pending agreement on a target reference point the spawning biomass depletion ratio (SB/SBF=0) is to be maintained at or above the average SB/SBF=0 for 2012-2015.   PURSE SEINE FISHERY  FAD Set Management
2021-01_historical,historical,14,"A three (3) months (July, August and September) prohibition of deploying, servicing or setting on FADs shall be in place between 0001 hours UTC on 1 July and 2359 hours UTC on 30 September each year for all purse seine vessels, tender vessels, and any other vessels operating in support of purse seine vessels fishing in exclusive economic zones and the high seas in the area between 20oN and 20oS.1  1 Members of the PNA may implement the FAD set management measures consistent with the Third Arrangement Implementing the Nauru Agreement of May 2008.  Members of the PNA shall provide notification to the Commission of the domestic vessels to which the FAD closure will not apply.  That notification shall be provided within 15 days of the arrangement being approved. The Secretariat shall provide each year to the Scientific Services Provider and TCC the list of fishing vessels that have not 6"
2021-01_historical,historical,15,"In addition to the three-month FAD closure in paragraph 14, except for those vessels flying the Kiribati flag when fishing in the high seas adjacent to the Kiribati exclusive economic zone, and Philippines’ vessels operating in HSP1 in accordance with Attachment 2, it shall be prohibited to deploy, service or set on FADs in the high seas for two additional sequential months of the year.  Each CCM shall decide which two sequential months (either April – May or November – December) shall be closed to setting on FADs by their fleets in the high seas for 2022, and 2023 and notify the Secretariat of that decision by March 1, each year.  In case a CCM decides to change the notified period at any given year of the application of this CMM this shall be notified to the Secretariat before 1st March of that year."
2021-01_historical,historical,16,The provisions of paragraphs 3 to 7 of CMM 2009-02 apply to the high seas FAD closures.  Non-entangling FADs
2021-01_historical,historical,17,"To reduce the risk of entanglement of sharks, sea turtles or any other species, as from 1st January 2024,2 CCMs shall ensure that the design and construction of any FAD to be deployed in, or that drifts into, the WCPFC Convention Area shall comply with the following specifications: (a) The use of mesh net shall be prohibited for any part of a FAD. (b) If the raft is covered, only non-entangling material and designs shall be used. (c) The subsurface structure shall only be made using non-entangling materials."
