Document ID,Number,Content
WCPFC12,1,"The Twelfth Regular Session of the Commission for the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean (WCPFC12) took place from  3-8 December 2015 in Bali, Indonesia."
WCPFC12,2,"The following Members, and Participating Territories attended WCPFC12: American Samoa, Australia, Canada, the People’s Republic of China, the Commonwealth of the Northern Mariana Islands (CNMI), the Cook Islands, the European Union (EU), the Federated States of Micronesia (FSM), Fiji, France, French Polynesia, Guam, Indonesia, Japan, Kiribati, the Republic of Korea, the Republic of the Marshall Islands (RMI), Nauru, New Caledonia, New Zealand, Palau, Papua New Guinea (PNG), the Philippines, Samoa, the Solomon Islands, Chinese Taipei, Tokelau, Tonga, Tuvalu, the United States of America (USA), and Vanuatu."
WCPFC12,3,"The following non-party countries attended WCPFC12 as Cooperating Non-Members (CNMs): Ecuador, El Salvador, Liberia, Mexico, Panama, Thailand and Vietnam."
WCPFC12,4,"Observers from the following governmental and inter-governmental organizations (IGOs) attended WCPFC12: Agreement on the Conservation of Albatrosses and Petrels (ACAP), Inter-American Tropical Tuna Commission, Pacific Islands Forum Fisheries Agency (FFA), the Pacific Islands Forum Secretariat (PIF), the Parties to the Nauru Agreement (PNA), the Secretariat of the Pacific Community (SPC), the Secretariat for the Pacific Regional Environment Programme (SPREP), and the Food and Agriculture Organization of the United Nations (FAO)."
WCPFC12,5,"Observers from the following non-governmental organizations (NGOs) attended WCPFC12: American Fisheries Research Foundation, American Tunaboat Association, Birdlife International, Conservation International, David and Lucile Packard Foundation, Earth Island Institute, Environment Defense Fund (EDF), Environment Hawaii, Greenpeace, International Environmental Law Project, International Pole and Line Foundation, International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean, International Seafood Sustainability Foundation (ISSF), the Marine Stewardship Council (MSC), Masyarakat dan Perikanan Indonesia (MDPI), Organization for the Promotion of Responsible Tuna Fisheries (OPRT), the Pew Charitable Trusts, Sustainable Fisheries Partnership Foundation, Tautai O Samoa Longline & Fishing Association, the Humane Society, the Nature Conservancy, the World Bank, and WWF."
WCPFC12,6,A list of all participants is attached (Attachment A). WCPFC12 Summary Report (final_rev2_6 July 2016)5  1.1 Welcoming addresses
WCPFC12,7,"After a Balinese welcome dance and warm appreciation to the government of Indonesia for graciously hosting the Commission meeting, the Commission Chair, Ms Rhea Moss-Christian, made some opening remarks. The Chair commented that global security challenges may make it hard to focus on fish, but food and economic security are also important. The Commission has an opportunity and obligation to ensure tuna supplies continue into the future. The Chair noted that at the end of the WCPFC11 meeting in Apia, Samoa the need to find better ways to conserve fish stocks was clear. The Chair noted the commitments members had made to cooperate in moving the Commission forward, and to turn discussion into action, and the Chair is committed to work alongside members and the Executive Director to facilitate this. The Chair thanked the Secretariat for its preparations for the Commission meetings this year, and the work of the Scientific Services Provider, SPC. The meeting would give maximum opportunity to focus on the conservation and management of four key tuna stocks, continue work on the Commission harvest strategy and adopt a work plan, and address the safety of observers – an issue for which there was much goodwill to attend to – and the special requirements of SIDS. The Chair noted that members depend on each other to realise their conservation goals and the status quo was not a long term option. The Chair commented that no territory wants to be the first to move lest it be a sign of weakness but, on the contrary, it was a sign of strength. The Chair’s opening statement is at Attachment B."
WCPFC12,8,"The WCPFC Executive Director, Mr Feleti Teo, OBE, made some opening remarks. The Executive Director noted that this was his first Commission meeting as Executive Director and reiterated his gratitude to Commission members for entrusting him with the responsibility to lead the organisation for the next four years. The Executive Director commented that the meeting brought the opportunity for change and the burden of responsibility and noted the late Nelson Mandela quote that negotiations and discussions are the greatest weapon for peace and development, a principle that is also applicable to managing the treasured fisheries resource of the WCPO. The Executive Director noted three priorities at the Secretariat level including: a) more regular dialogue as a foundation for driving change, b) an updated and reformed strategic planning processes and 3) a more strategic approach to communications to support efforts to connect more effectively with stakeholders guided by a two year communications plan now in place. The Executive Director offered some perspectives including that the scientists had been consistent and clear in observing that some WCPO stocks are subject to overfishing and are in an overfished state, and immediate and urgent actions required. In light of the scientific advice, the Executive Director commented that doing nothing was not an option; a view he observed also shared by the Commission Chair. He added that it is the collective responsibility of all members and stakeholders to rebuild overfished stocks. The Executive Director called for change agents and acknowledged delegations at WCPFC12 with the necessary networks and skills to drive that change and they needed to step up, particularly on the issue of the status of the bigeye tuna. The Executive Director thanked Indonesia for its generous hospitality and excellent meeting arrangements and to the Indonesian Minister of Marine Affairs and Fisheries for her attendance and looked forward to her wise counsel and guidance in her keynote address. The Executive Director’s opening statement is at Attachment C."
WCPFC12,9,"After acknowledging dignitaries and guests, the Republic of Indonesia’s Minister of Marine Affairs and Fisheries, Ms Susi Pudjiastuti, made some strong opening remarks, emphasising the economics of the fishery, capacity, regulations to combat IUU fishing and the human side of effective fisheries management and healthy fisheries. Minister Pudjiastuti’s full remarks are at Attachment D."
WCPFC12,10,The meeting opened at 10:00am on Thursday 3 December 2015.  WCPFC12 Summary Report (final_rev2_6 July 2016)6  1.2 Adoption of agenda
