Document ID,Number,Content
WCPFC8,1,"The Eighth Regular Session of the Commission for the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean (WCPFC8) took place from 26-30 March 2012 at Tumon, Guam, United States."
WCPFC8,2,"The following Members, Cooperating Non-members (CNMs) and Participating Territories (CCMs) attended WCPFC8:  American Samoa, Australia, Belize, Canada, People’s Republic of China, the Commonwealth of the Northern Mariana Islands, the Cook Islands, Ecuador, El Salvador, the European Union (EU), the Federated States of Micronesia (FSM), Fiji, France, French Polynesia, Guam, Indonesia, Japan, Kiribati, Korea, the Republic of the Marshall Islands (RMI), Mexico, Nauru, New Caledonia, New Zealand, Niue, Palau, Panama, Papua New Guinea (PNG), the Philippines, Samoa, Senegal, the Solomon Islands, Chinese Taipei, Thailand, Tokelau, Tonga, Tuvalu, the United States of America (USA), Vanuatu, Vietnam, and Wallis and Futuna."
WCPFC8,3,"Observers from the following governmental and inter-governmental organizations attended WCPFC8:  the Inter-American Tropical Tuna Commission (IATTC), the International Scientific Committee (ISC), the Pacific Islands Forum, Pacific Islands Forum Fisheries Agency (FFA), the Parties to the Nauru Agreement (PNA), the Russian Federation, the Secretariat of the Pacific Community (SPC), the South Pacific Regional Fisheries Management Organization (SPRFMO), the United Nations Food and Agriculture Organisation and the World Bank.     2"
WCPFC8,4,"Observers from the following non-governmental organizations attended WCPFC8:  American Fishermen’s Research Foundation, the American Tunaboat Association, Earth Island Institute (EII), Environment Hawaii, Greenpeace, the Humane Society, the International Seafood Sustainability Foundation (ISSF), the Marine Stewardship Council (MSC), Ocean Friends Against Driftnets (OFAD), the Organization for the Promotion of Responsible Tuna Fisheries (OPRT), the Pacific Islands Tuna Industry Association, the Pew Environment Group, , Shark Advocates International, the United States-Japan Research Institute, and the World Wide Fund for Nature (WWF)."
WCPFC8,5,A full list of participants is provided in Attachment A. 1.1 Welcome Address and Chair’s Statement
WCPFC8,6,"The Chair noted the attendance of the following dignitaries at the meeting: Aliki Faipule Kerisiano Kalolo, the Ulu O of Tokelau, Honorable Willy Telavi, Prime Minister of Tuvalu; the Honorable Harry R. Fritz, Minister of Natural Resources, Environment and Tourism of Palau; the Honorable Michael Konelios, Minister of Resources and Development of the Republic of the Marshall Islands, the Honorable Tinian Reiher, Minister of Fisheries and Marine Development in Kiribati; the Honorable Teina Bishop, Minister of Marine Resources, Tourism, Education, National Human Resources and Pearl Authority of the Cook Islands and the Honorable Luwalhati R. Antonino, Secretary and Chairperson Mindanao Development Authority. The Chairman’s opening statement is appended at Attachment B."
WCPFC8,7,"The Honourable Eddie Baza Calvo, Governor of Guam provided the opening remarks, welcoming all participants to the island and presenting a gavel to the WCPFC Chair, Dr Charles Karnella of the United States.  His statement is Attachment C."
WCPFC8,8,"Japan thanked all CCMs for their sympathy, encouragement and support after the earthquake and tsunami disaster in Tohoku, Japan one year ago."
WCPFC8,9,"The Chair expressed his appreciation for the patience of CCMs with regard to the rescheduling and relocation of the meeting from Palau due to the power shortages last December.  Noting the increasing number of attendees each year, the Chair noted that focus and discipline would be required to work through the full agenda of issues.   1.2 Adoption of agenda"
WCPFC8,10,FFA members requested that consideration of rationalisation of Commission’s meetings to reduce the burden of participation on SIDS be considered on the agenda.
WCPFC8,11,The Philippines asked that their submission regarding CMM 2008-01 be added to the agenda.
WCPFC8,12,"With the addition of the FFA members’ proposal for meeting rationalisation (added to Agenda Item 14) and the Philippines’ proposal (added to Agenda Item 9.1), the Provisional Agenda was adopted (Attachment D).   1.3 Meeting arrangements"
WCPFC8,13,"The WCPFC Executive Director, Professor Glenn Hurry, introduced Secretariat technical staff attending the meeting including Aaron Nighswander, Finance and Administration Manager; Dr SungKwon Soh, Science Manager; Dr Lara Manarangi-Trott, Compliance Manager; Karl  3 Staisch, Regional Observer Programme Coordinator; Tony Beeching, Assistant Science Manager; Sam Taufao, Information, Communication and Technology Manager; Donald David, Data Quality Officer, Lucille Martinez, Executive Assistant; Milo Abello, VMS Operations Officer; and Layleen Oliver, Administrative Officer.  In addition to Secretariat staff, participants included Dr Shelley Clarke, Rapporteur; Dr John Hampton, Science Services Provider (SPC), Dr Fábio Hazin, Chair of the Performance Review Panel; Robert Martinolich, VMS Consultant; Dr Martin Tsamenyi, Legal Advisor; and Nick Wyatt, Cost Optimization Consultant."
WCPFC8,14,"The Secretariat informed members of two papers, WCPFC8-2011/07, which highlights key issues from WPCFC7, WCPFC8-2011/44 and WCPFC8-2011/45 which pertains to intercessional decisions (Circular 2011/37 and Circular 2011/38).   AGENDA  ITEM  2  -  MEMBERSHIP 2.1 Status of the Convention"
WCPFC8,15,"As the depository of the Convention, New Zealand reported that since their last report to WCPFC7, no further communications have been received and thus there has been no change in the status of the Convention.  New Zealand noted that WCPFC8-2011/08 describes the status of the Convention as of 15 November 2011."
WCPFC8,16,"In response to a question regarding their progress with ratifying the Convention, Indonesia stated that it was making significant progress toward ratification and it expected that this process will be finalized in the near future.   2.2 Applications for Observer Status"
WCPFC8,17,The Commission noted the applications for observer status as contained in WCPFC8-2012/09 (Rev. 1).   2.3 Applications for cooperating non-member status
WCPFC8,18,"Holly Koehler (USA), Vice Chair of the TCC, presented a report on cooperating non-member applications (WCPFC8-2011/10).  TCC7 reviewed eleven applications for cooperating non-member status for 2012, one of which, St. Kitts and Nevis, was a new applicant and Democratic People’s Republic of Korea (DPRK) was a second time applicant.  All applications were recommended for consideration by WCPFC8 subject to provision of additional information.  DPRK, El Salvador, Ecuador, Senegal, Panama and Belize, provided additional information.  The TCC Vice Chair clarified that Panama and Thailand are not required to submit Annual Reports Parts 1 and 2 for 2010 as they did not becomes CNMs until 2011."
