Document ID,Number,Content
WCPFC10,1,"The Tenth Regular Session of the Commission for the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean (WCPFC10) took place from 2-6 December 2013 at Cairns, Australia."
WCPFC10,2,"The following Members, Cooperating Non-members (CNMs) and Participating Territories (CCMs) attended WCPFC10:  American Samoa, Australia, Canada, the People’s Republic of China, the Commonwealth of the Northern Mariana Islands (CNMI), the Cook Islands, the Democratic People’s Republic of Korea (DPRK), Ecuador, El Salvador, the European Union (EU), the Federated States of Micronesia (FSM), Fiji, France, French Polynesia, Guam, Indonesia, Japan, Kiribati, the Republic of Korea, the Republic of the Marshall Islands (RMI), Mexico, Nauru, New Caledonia, New Zealand, Niue, Palau, Papua New Guinea (PNG), the Philippines, Samoa, the Solomon Islands, Chinese Taipei, Thailand, Tokelau, Tonga, Tuvalu, the United States of America (USA), Vanuatu, Vietnam, and Wallis and Futuna."
WCPFC10,3,"Observers from the following governmental and inter-governmental organizations attended WCPFC10:  the Agreement on the Conservation on Albatrosses and Petrels (ACAP), the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), the Convention on Migratory Species, the Inter-American Tropical Tuna Commission (IATTC), the Pacific Islands Forum Fisheries Agency (FFA), the Parties to the Nauru Agreement (PNA), the Secretariat of the Pacific Community (SPC), the United   3 Nations Food and Agriculture Organisation (FAO), the United Nations Development Programme (UNDP), and the World Bank."
WCPFC10,4,"Observers from the following non-governmental organizations attended WCPFC10:  American Fishermen’s Research Foundation, American Tunaboat Association, Conservation International, Earth Island Institute, Environment Hawaii, Greenpeace, International Game Fish Association (IGFA), International Seafood Sustainability Foundation (ISSF), the Marine Stewardship Council (MSC), Masyarakat dan Perkanan Indonesia (MDPI), Ocean Friends Against Driftnets (OFAD), Organization for the Promotion of Responsible Tuna Fisheries (OPRT), Pacific Islands Tuna Industry Association (PITIA), Pew Environment Group, the United States-Japan Research Institute, University of the South Pacific (USP) and the World Wide Fund for Nature (WWF)."
WCPFC10,5,A list of all participants is attached as Attachment A.   1.1 Welcoming Addresses
WCPFC10,6,"The session was opened by Australian traditional leaders Seith Fourmile (Gimuy Walubara Yidinji), Traditional Owner Cairns area; Dennis Ah-Kee (Bunna Binda Yidinji), Traditional Owner Babinda area; and Jeremy Geia (Gimuy Yidinj), who welcomed participants to the meeting and stressed through a number of examples the importance of sustainable, responsible and equitable fisheries management to their culture."
WCPFC10,7,"The WCPFC Chair, Dr Charles Karnella, noted the attendance at WCPFC10 of a number of ministers and dignitaries including:  The Honourable April Skilling, Secretary of Justice (FSM); The Honourable Mr Tinian Reiher, Minister for Fisheries and Marine Resource Development (Kiribati); The Honourable Michael Konelios, Minister for Resources and Development (RMI); The Honourable Valdon Dowiyogo, Minister for Fisheries and The Honourable Cyril Buraman, MP, Member for Constituency of Anetan (Nauru); The Honourable Roy Biyama, MP, Member for Middle Fly, The Honourable Mai Dop, MP, Member for Jimi, The Honourable Aide Ganasi, MP, Member for South Fly Open Seat, The Honourable Jim Kas, MP, Governor of Madang Province, The Honourable Titus Philemon, MP, Governor of Milne Bay Province, The Honourable Ati Wobiro, MP, Governor of Western Province, The Honourable Mao Zeming, MP, Minister for Fisheries & Marine Resources (PNG); The Honourable Ronnel C. Rivera, Mayor of General Santos City and The Honourable Brix T. Tan, Councillor of General Santos City (Philippines); and The Honourable Elisala Pita, Minister of Natural Resources (Tuvalu)."
WCPFC10,8,Several CCMs expressed their sincere appreciation to Australia for hosting WCPFC10.
WCPFC10,9,Several CCMs offered their condolences to the Philippines for the damage and hardship caused by Typhoon Haiyan.   1.2 Adoption of agenda
WCPFC10,10,"The Chair noted that the Provisional Annotated Agenda (WCPFC10-2013/03 (rev 5)) and the Indicative Schedule (WCPFC10-2013/02 (rev 7)) were circulated in advance of the meeting.  In addition to these items, the Chair informed WCPFC10 that a paper concerning procedures for handling the expiry of the Executive Director’s contract on 25 September 2014 (WCPFC10-2013/30) will be discussed under Agenda Item 15.      4"
WCPFC10,11,"With this one amendment, WCPFC10 adopted the agenda (Attachment B).   1.3 Meeting arrangements"
WCPFC10,12,"The Chair thanked the Secretariat staff for their tremendous efforts in arranging and supporting the meeting, in particular Executive Director Professor Glenn Hurry; Finance and Administration Manager Aaron Nighswander; Science Manager Dr SungKwon Soh; Compliance Manager Dr Lara Manarangi-Trott; Assistant Compliance Manager ‘Ana Taholo; Regional Observer Programme Coordinator Karl Staisch; Information, Communication and Technology Manager Sam Taufao; Data Quality Officer Donald David; Administrative Officer Lucille Martinez; VMS Manager Albert Carlo; Executive Assistant Arlene Takesy; and University of Wollongong Assistant Research Fellow (WCPFC Intern) Brooke Campbell.  In addition to Secretariat staff, participants included Management Options Workshop Facilitator Ian Cartwright, Rapporteur Dr. Shelley Clarke, E-Monitoring and E-Reporting Consultant Ian Knuckey, and Legal Advisor Dr Martin Tsamenyi."
WCPFC10,13,The Chair reminded WCPFC10 that while the press is allowed to attend the opening ceremony they are not authorized to interact with participants inside the meeting room.
WCPFC10,14,The Chair informed WCPFC10 of his intention to form three small working groups to progress the issues of i) a Conservation and Management Measure (CMM) for tropical tunas; ii) a decision on granting of status and participatory rights for cooperating non-members (CNMs); and iii) preparation of the Final Compliance Monitoring Report (CMR).
WCPFC10,15,The Executive Director expressed his appreciation to Australia for financial support provided for the meeting’s refreshment breaks.    AGENDA  ITEM  2  -  MEMBERSHIP AND OTHER APPLICATIONS 2.1 Status of the Convention
