Document ID,Number,Content
WCPFC2,1,"The Second Regular Session of the Commission for the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean took place from 12–16 December 2005 in Pohnpei, Federated States of Micronesia. The Session was opened by the Chair of the Commission, Mr Glenn Hurry (Australia)."
WCPFC2,2,"The following states attended the Session as Members of the Commission and participating territories: Australia, Canada, People’s Republic of China, Cook Islands, European Community, France, Fiji, Federated States of Micronesia, French Polynesia, Japan, Kiribati, Korea, Marshall Islands, Nauru, New Caledonia, New Zealand, Niue, Palau, Papua New Guinea, Philippines, Samoa, Solomon Islands, Chinese Taipei, Tokelau, Tonga, Tuvalu, Vanuatu and Wallis and Futuna."
WCPFC2,3,"Indonesia and the United States of America attended as Cooperating Non-members.  The Pacific Islands Forum, Pacific Islands Forum Fisheries Agency (FFA), Secretariat of the Pacific Community (SPC), Secretariat of the Pacific Regional Environment Programme (SPREP), Inter-American Tropical Tuna Commission (IATTC) and Greenpeace attended as Observers."
WCPFC2,4,"Apologies were received from the International Game Fishing Association (IGFA), which noted it had provided a written position paper.  Welcoming address"
WCPFC2,5,"His Excellency President Joseph J. Urusemal, President of the Federated States of Micronesia delivered a welcoming address (Attachment A)."
WCPFC2,6,"Mr Liu Xiaobing (Vice Chair of the Commission, China) responded to the President on behalf of the Commission.  Adoption of the agenda"
WCPFC2,7,The Commission adopted the agenda contained in WCPFC/Comm 2/02 Rev.1.  Chairman’s opening statement
WCPFC2,8,"The Chair of the Commission presented an opening statement. He noted that, in response to concerns regarding both the Chair and the Executive Director being Australian nationals, he would step down as Chair after one term. He urged Members to consult intersessionally to agree on a new Chair to be appointed at the conclusion of the Third Regular Session of the Commission.  2 AGENDA ITEM  2 —  MEMBERSHIP  Status of the Convention"
WCPFC2,9,"The depositary, New Zealand, presented a report on the status of the Convention as of 12 December 2005."
WCPFC2,10,"The United States of America reported that it had nearly finished its domestic procedures and expected to deposit its instrument of ratification with the Convention depositary in the first half of 2006, and applying, in accordance with Article 43 of the Convention, for participation rights on behalf of its territories American Samoa, Northern Mariana Islands and Guam.   Applications for observer status"
WCPFC2,11,"The Commission extended observer status to the following regional and international organizations: Marine Stewardship Council, Organization for the Promotion of Responsible Tuna Fisheries (OPRT), Sea Turtle Restoration Project, World Tuna Purse Seine Organization (WTPO), Pacific Islands Tuna Industry Association, and World Wide Fund for Nature (WWF)."
WCPFC2,12,The International Merchant Marine Registry of Belize was accepted as an Observer to the Second Session of the Commission only in order to present its application for Cooperating Non-member status.
WCPFC2,13,A proposal to consider a levy for observer participation in meetings of the Commission (WCPFC/Comm 2/29) was deferred to a future Session.
